RBD_ID,RBD_NAME,mancatid,mancatname,OpCatID,OpCatName
5,Anglian,1000,Anglian GW,1247,Ouse Upper Bedford Chalk
6,Thames,1019,Thames GW,1219,Tackley Jurassic
6,Thames,1019,Thames GW,1037,Chiltern Chalk Scarp
6,Thames,1019,Thames GW,1098,Guildford Chalk
6,Thames,1019,Thames GW,1005,Alton Chalk
6,Thames,1019,Thames GW,1195,Essex South Lower London Tertiaries
6,Thames,1019,Thames GW,1276,West Kent and Bromley Tertiaries
6,Thames,1019,Thames GW,1242,Tunbridge Wells Sand and Kent Weald - Thames
6,Thames,1019,Thames GW,1009,Banbury Jurassic
6,Thames,1019,Thames GW,1038,Chipping Norton Jurassic
6,Thames,1019,Thames GW,1111,Kemble Forest Marble
6,Thames,1019,Thames GW,1181,Shrivenham Corallian
6,Thames,1019,Thames GW,1100,Headington Corallian
6,Thames,1019,Thames GW,1013,Bicester-Otmoor Cornbrash
6,Thames,1019,Thames GW,1085,Farnborough Bagshot Beds
6,Thames,1019,Thames GW,1039,Chobham Bagshot Beds
6,Thames,1019,Thames GW,1004,Aldermaston Bagshot Beds
6,Thames,1019,Thames GW,1233,Thatcham Tertiaries
6,Thames,1019,Thames GW,1150,Old Basing Tertiaries
6,Thames,1019,Thames GW,1080,Effingham Tertiaries
6,Thames,1019,Thames GW,1094,Greenwich Tertiaries
6,Thames,1019,Thames GW,1243,Twyford Tertiaries
6,Thames,1019,Thames GW,1025,Byfield Jurassic
6,Thames,1019,Thames GW,1256,Thames Upper Gravels
7,South East,1014,South East GW,1076,East Kent Chalk and Tertiaries
7,South East,1014,South East GW,1171,Seaford and Eastbourne Chalk Block
7,South East,1014,South East GW,1162,Test River GW
7,South East,1014,South East GW,1112,Kent Greensand Eastern
7,South East,1014,South East GW,1121,Lower Greensand Adur and Ouse
7,South East,1014,South East GW,1018,Brighton Chalk Block
7,South East,1014,South East GW,1122,Lower Greensand Cuckmere and Pevensey Levels
7,South East,1014,South East GW,1074,Hants East Chalk
7,South East,1014,South East GW,1109,IOW Southern Downs Chalk
7,South East,1014,South East GW,1107,IOW Lower Greensand
7,South East,1014,South East GW,1008,AWS GW
7,South East,1014,South East GW,1106,IOW Central Downs Chalk
7,South East,1014,South East GW,1115,Littlehampton Anticline East
7,South East,1014,South East GW,1116,Littlehampton Anticline West
7,South East,1014,South East GW,1160,Itchen River Chalk
7,South East,1014,South East GW,1211,Sussex Lambeth Group
7,South East,1014,South East GW,1036,Chichester Chalk
7,South East,1014,South East GW,1291,Worthing chalk
7,South East,1014,South East GW,1006,Arun and Western Streams Hastings Beds
7,South East,1014,South East GW,1075,Hants East Lambeth Group
7,South East,1014,South East GW,1034,Hants Central Bracklesham Group
7,South East,1014,South East GW,1108,IOW Solent Group
7,South East,1014,South East GW,1000,Adur and Ouse Hastings Beds
7,South East,1014,South East GW,1099,Hastings Beds Cuckmere and Pevensey Levels
7,South East,1014,South East GW,1241,Tunbridge Wells Sand and Kent Weald - South East
7,South East,1014,South East GW,1194,Hants South East Bracklesham Group
7,South East,1014,South East GW,1212,Hants SW Barton Group
7,South East,1014,South East GW,1197,Hants South Lambeth Group
7,South East,1014,South East GW,1035,Hants Central Lambeth Group
7,South East,1014,South East GW,1114,Kent Romney Marsh
7,South East,1014,South East GW,1213,Hants SW Solent Group
8,South West,1016,South West GW,1279,Crediton Western Trough
8,South West,1016,South West GW,1239,Torquay
8,South West,1016,South West GW,1155,Permian Aq in Central Devon
8,South West,1016,South West GW,1152,Otter Valley
8,South West,1016,South West GW,1050,Culmstock-Wiveliscombe
8,South West,1016,South West GW,1073,Devon East - Greensand
8,South West,1016,South West GW,1014,Blackdown Hills - Greensand
8,South West,1016,South West GW,1129,Lyme Regis
8,South West,1016,South West GW,1253,Frome Upper and Piddle
8,South West,1016,South West GW,1017,Bridport Sands - West Alliton
8,South West,1016,South West GW,1294,Yeovil Bridport Sands and Inferior Oolite
8,South West,1016,South West GW,1252,Stour Upper Dorset
8,South West,1016,South West GW,1151,Otter Sandstone Upper Catchment
8,South West,1016,South West GW,1254,Avon Upper Hampshire
8,South West,1016,South West GW,1023,Brownsea Island
8,South West,1016,South West GW,1110,Isles of Scilly
8,South West,1016,South West GW,1274,Cornwall West
8,South West,1016,South West GW,1192,Cornwall South
8,South West,1016,South West GW,1138,North Cornwall
8,South West,1016,South West GW,1240,Torridge and Hartland Streams
8,South West,1016,South West GW,1231,Teign Avon Dart and Erme
8,South West,1016,South West GW,1199,South Zeal Area
8,South West,1016,South West GW,1084,Exeter-Whiddon Down Culm
8,South West,1016,South West GW,1161,Taw River and North Devon Streams
8,South West,1016,South West GW,1153,Paignton and Brixham
8,South West,1016,South West GW,1033,Devon Central and Exe - Aylesbeare Mudstone
8,South West,1016,South West GW,1118,Stour Lower Dorset and Avon Hampshire
8,South West,1016,South West GW,1186,Sidmouth and Honiton - Mercia Mudstone
8,South West,1016,South West GW,1163,Yarty River and Axe Lower - Mercia Mudstone
8,South West,1016,South West GW,1283,Winsham
8,South West,1016,South West GW,1072,Dyrham Fm - North of Yeovil - Fragmented GWB
8,South West,1016,South West GW,1088,Fullers Earth - Crewkerne
8,South West,1016,South West GW,1089,Fullers Earth - Southeast Yeovil
8,South West,1016,South West GW,1046,Corallian - Wincanton
8,South West,1016,South West GW,1087,Forest Marble - East of Bruton
8,South West,1016,South West GW,1120,Frome Lower and Piddle
8,South West,1016,South West GW,1119,Stour Lower Dorset and Avon Lower Hampshire
8,South West,1016,South West GW,1157,Reading Beds
8,South West,1016,South West GW,1238,Tone and Somerset North Streams
8,South West,1016,South West GW,1172,Seaton Looe and Fowey
8,South West,1016,South West GW,1220,Tamar GW
9,Severn,1011,Severn England GW,1175,Severn Uplands - Permo-Triassic Sandstone Knockin
9,Severn,1011,Severn England GW,1180,Severn Vale and Wye - Carboniferous Limestone Forest of Dean
9,Severn,1011,Severn England GW,1184,Severn Middle Shropshire - Permo-Triassic Sandstone East Shropshire
9,Severn,1011,Severn England GW,1263,Avon Warwickshire - Permo-Triassic Sandstone Warwick and Avon Confined
9,Severn,1011,Severn England GW,1290,Severn Middle Worcester - Permo-Triassic Sandstone
9,Severn,1011,Severn England GW,1178,Severn Vale - Permo-Triassic Sandstone Newent
9,Severn,1011,Severn England GW,1261,Avon Warwickshire - Jurassic Limestones Cotswold Edge North
9,Severn,1011,Severn England GW,1177,Severn Vale - Jurassic Limestone Cotswold Edge South
9,Severn,1011,Severn England GW,1105,Inferior Oolite and Bridport Sands
9,Severn,1011,Severn England GW,1134,Mendips
9,Severn,1011,Severn England GW,1019,Bristol Airport - Carboniferous Limestone
9,Severn,1011,Severn England GW,1011,Bath Oolite
9,Severn,1011,Severn England GW,1198,Malmesbury South
9,Severn,1011,Severn England GW,1028,Carboniferous Limestone - Alveston
9,Severn,1011,Severn England GW,1029,Carboniferous Limestone - Bristol
9,Severn,1011,Severn England GW,1179,Severn Vale - Secondary Combined
9,Severn,1011,Severn England GW,1292,Wye Secondary Devonian ORS
9,Severn,1011,Severn England GW,1173,Severn Uplands - Carboniferous Oswestry
9,Severn,1011,Severn England GW,1176,Severn Uplands Carboniferous Shrewsbury
9,Severn,1011,Severn England GW,1260,Avon Warwickshire - Coal Measures Coventry
9,Severn,1011,Severn England GW,1020,Avon Bristol Forest Marble
9,Severn,1011,Severn England GW,1007,Avonmouth Mercia Mudstone
9,Severn,1011,Severn England GW,1185,Severn Middle Shropshire - Secondary Combined
9,Severn,1011,Severn England GW,1183,Severn Middle Shropshire - Coal Measures Dudley
8,South West,1016,South West GW,1273,Wells
9,Severn,1011,Severn England GW,1021,Bristol Triassic
9,Severn,1011,Severn England GW,1156,Portishead Mercia Mudstone
9,Severn,1011,Severn England GW,1047,Corallian Limestone - Calne to Swindon
9,Severn,1011,Severn England GW,1289,Severn Middle Worcester - Mercia Mudstone
9,Severn,1011,Severn England GW,1264,Avon Warwickshire - Secondary Mudrocks
9,Severn,1011,Severn England GW,1232,Teme - Secondary Combined
9,Severn,1011,Severn England GW,1182,Severn Middle Shropshire  -  Secondary Mudrocks and Drift Wem
11,Dee,1005,Dee GW,1053,Dee Permo-Triassic Sandstone
12,North West,1009,North West GW,1284,Wirral and Cheshire West Permo-Triassic Sandstone Aq
12,North West,1009,North West GW,1091,Fylde Permo-Triassic Sandstone Aq
12,North West,1009,North West GW,1132,Manchester and Cheshire East Permo-Triassic Sandstone Aq
12,North West,1009,North West GW,1164,Rufford Permo-Triassic Sandstone Aq
12,North West,1009,North West GW,1123,Mersey Basin Lower and Merseyside North Permo-Triassic Sandstone Aq
12,North West,1009,North West GW,1090,Furness Permo-Triassic Sandstone Aq
12,North West,1009,North West GW,1275,Cumbria West Permo-Triassic sandstone Aq
12,North West,1009,North West GW,1191,Cheshire South and Staffordshire North Permo-Triassic Sandstone Aq
12,North West,1009,North West GW,1165,Sankey and Glaze Carboniferous Aq
12,North West,1009,North West GW,1066,Douglas Darwen and Calder Carboniferous Aq
12,North West,1009,North West GW,1147,Manchester Northern Carboniferous Aq
12,North West,1009,North West GW,1193,Cumbria South Lower Palaeozoic and Carboniferous Aq
12,North West,1009,North West GW,1128,Lune and Wyre Carboniferous Aq
12,North West,1009,North West GW,1131,Manchester and Cheshire East Carboniferous Aq
12,North West,1009,North West GW,1159,Ribble Carboniferous Aq
12,North West,1009,North West GW,1060,Derwent and Cumbria West Lower Palaeozoic and Carboniferous Aq
12,North West,1009,North West GW,1278,West Lancashire Quaternary Sand and Gravel Aq
12,North West,1009,North West GW,1268,Weaver and Dane Quaternary Sand and Gravel Aq
7,South East,3082,South East TraC,3158,Hampshire East TraC
8,South West,3086,South West TraC,3529,West Dorset Rivers TraC
2,Solway Tweed,3079,Solway Tweed TraC,3476,Tweed Estuary
3,Northumbria,3068,Northumbria TraC,3106,Coquet Lower Estuary
3,Northumbria,3068,Northumbria TraC,3037,Blyth Estuary
3,Northumbria,3068,Northumbria TraC,3007,Aln Estuary
3,Northumbria,3068,Northumbria TraC,3516,Wansbeck Estuary
3,Northumbria,3068,Northumbria TraC,3479,Tyne Lower and Estuary TraC
3,Northumbria,3068,Northumbria TraC,3521,Wear Lower and Estuary TraC
3,Northumbria,3068,Northumbria TraC,3446,Tees Lower and Estuary TraC
4,Humber,3040,Humber TraC,3179,Esk TraC
5,Anglian,3003,Anglian TraC,3329,Norfolk North TraC
5,Anglian,3003,Anglian TraC,3328,Norfolk East TraC
5,Anglian,3003,Anglian TraC,3428,Suffolk TraC
8,South West,3086,South West TraC,3023,Axe Estuary
8,South West,3086,South West TraC,3348,Otter Estuary
8,South West,3086,South West TraC,3182,Exe Estuary
8,South West,3086,South West TraC,3452,Teign Estuary
8,South West,3086,South West TraC,3122,Dart Estuary
8,South West,3086,South West TraC,3019,Avon Estuary
8,South West,3086,South West TraC,3176,Erme Estuary
8,South West,3086,South West TraC,3193,Fowey Estuary
5,Anglian,3003,Anglian TraC,3180,Essex TraC
7,South East,3082,South East TraC,3159,Kent East Coast
7,South East,3082,South East TraC,3293,Lymington Beaulieu Estuaries
7,South East,3082,South East TraC,3419,Southampton Water
7,South East,3082,South East TraC,3236,Isle of Wight TraC
8,South West,3086,South West TraC,3217,Avon Hampshire Estuary
8,South West,3086,South West TraC,3368,Poole Harbour Rivers TraC
8,South West,3086,South West TraC,3244,Kingsbridge and Salcombe Estuary
8,South West,3086,South West TraC,3556,Yealm Estuary
8,South West,3086,South West TraC,3434,Tamar Estuary
8,South West,3086,South West TraC,3262,Looe Estuary
8,South West,3086,South West TraC,3222,Helford Estuary
8,South West,3086,South West TraC,3072,Carrick Roads
2,Solway Tweed,3079,Solway Tweed TraC,3411,Solway Firth
4,Humber,3040,Humber TraC,3228,Humber Estuary TraC
5,Anglian,3003,Anglian TraC,3463,The Wash TraC
5,Anglian,3003,Anglian TraC,3208,Great Ouse
5,Anglian,3003,Anglian TraC,3517,Wash Inner
6,Thames,3099,Thames TraC,3465,Tidal Thames
6,Thames,3099,Thames TraC,3304,Medway Swale Estuary
8,South West,3086,South West TraC,3066,Camel Estuary
8,South West,3086,South West TraC,3220,Hayle Estuary
9,Severn,3073,Severn England TraC,3400,Severn River and Trib Estuary
9,Severn,3073,Severn England TraC,3047,Avon Bristol Urban Estuary
12,North West,3066,North West TraC,3306,Mersey Estuary
12,North West,3066,North West TraC,3009,Alt Estuary
12,North West,3066,North West TraC,3378,Ribble Estuary
12,North West,3066,North West TraC,3322,Morecambe Bay
12,North West,3066,North West TraC,3232,Irt Esk Mite Estuary
12,North West,3066,North West TraC,3133,Derwent Estuary
12,North West,3066,North West TraC,3169,Ellen and West Coast Estuary
7,South East,3082,South East TraC,3161,East Sussex Coast
7,South East,3082,South East TraC,3270,Cuckmere Lower
7,South East,3082,South East TraC,3279,Ouse Lower
7,South East,3082,South East TraC,3267,Arun Lower TraC
7,South East,3082,South East TraC,3264,Adur Lower
8,South West,3086,South West TraC,3195,Gannel Estuary
8,South West,3086,South West TraC,3442,Taw and Torridge Estuary
8,South West,3086,South West TraC,3354,Parrett TraC
7,South East,3082,South East TraC,3535,Western Streams TraC
7,South East,3082,South East TraC,3219,Hatchet and Sowley Lagoons
8,South West,3086,South West TraC,3247,Lands End to Trevose Head Coastal
8,South West,3086,South West TraC,3108,Cornwall North Coastal
8,South West,3086,South West TraC,3026,Barnstaple Bay
8,South West,3086,South West TraC,3050,Bristol Channel Outer South
8,South West,3086,South West TraC,3289,Lundy Coastal
3,Northumbria,3068,Northumbria TraC,3186,Farne Islands to Newton Haven
8,South West,3086,South West TraC,3421,St Austell Coastal
8,South West,3086,South West TraC,3138,Devon South Coastal
8,South West,3086,South West TraC,3365,Plymouth Coast
8,South West,3086,South West TraC,3109,Cornwall South Coastal
8,South West,3086,South West TraC,3393,Scilly Isles Coastal
4,Humber,3040,Humber TraC,3557,Yorkshire Coast
5,Anglian,3003,Anglian TraC,3255,Lincolnshire TraC
7,South East,3082,South East TraC,3429,Sussex TraC
8,South West,3086,South West TraC,3531,Somerset West Streams Coast
12,North West,3066,North West TraC,3337,North West Region Coastal Waters
3,Northumbria,3068,Northumbria TraC,3339,Northumberland North
3,Northumbria,3068,Northumbria TraC,3340,Northumberland South
3,Northumbria,3068,Northumbria TraC,3477,Tyne and Wear
3,Northumbria,3068,Northumbria TraC,3215,Hadston Links and Cresswell Ponds
7,South East,3082,South East TraC,3409,Solent
8,South West,3086,South West TraC,3185,Fal and Helford Coastal
8,South West,3086,South West TraC,3358,Penzance Coastal
8,South West,3086,South West TraC,3292,Lyme Bay West
3,Northumbria,3068,Northumbria TraC,3225,Holy Island and Budle Bay
8,South West,3086,South West TraC,3467,Tor Bay
4,Humber,2001,Humber AWB,2027,Hull and East Riding Canals
4,Humber,2001,Humber AWB,2018,Don and Rother Canals
4,Humber,2001,Humber AWB,2016,Derwent Upper Canals - Derbyshire
4,Humber,2001,Humber AWB,2019,Erewash Canals
4,Humber,2001,Humber AWB,2047,Rippon Canal
4,Humber,2001,Humber AWB,2051,Selby Canal
4,Humber,2001,Humber AWB,2041,Nottingham Urban Canals
4,Humber,2001,Humber AWB,2064,Trent - Source to Sow Canals
4,Humber,2001,Humber AWB,2060,Tame Upper Canals
4,Humber,2001,Humber AWB,2007,Calder Canals
4,Humber,2001,Humber AWB,2054,Soar Canals
4,Humber,2001,Humber AWB,2001,Avon Urban Canals
4,Humber,2001,Humber AWB,2002,Blythe Canals
4,Humber,2001,Humber AWB,2009,Churnet Canals
4,Humber,2001,Humber AWB,2031,Leeds and Liverpool Canal
4,Humber,2001,Humber AWB,2065,Trent River Canals
4,Humber,2001,Humber AWB,2043,Penk Canals
4,Humber,2001,Humber AWB,2045,Pocklington Canal
4,Humber,2001,Humber AWB,2059,Tame Lower Canals
4,Humber,2001,Humber AWB,2055,Nottinghamshire South B Canals
4,Humber,2001,Humber AWB,2028,Idle Canals
5,Anglian,2000,Anglian AWB,2024,Grand Union Canal
5,Anglian,2000,Anglian AWB,2067,Nene Upper Canals
5,Anglian,2000,Anglian AWB,2068,Witham Upper Canals
6,Thames,2010,Thames AWB,2032,Loddon Canals
6,Thames,2010,Thames AWB,2004,Brent Canals and SWT
6,Thames,2010,Thames AWB,2030,Kennet Canals
6,Thames,2010,Thames AWB,2010,Colne Canals and SWT
6,Thames,2010,Thames AWB,2063,Thame Canals
6,Thames,2010,Thames AWB,2008,Cherwell Canals and SWT
6,Thames,2010,Thames AWB,2033,Lee Lower Canals and SWT
7,South East,2006,South East AWB,2071,Western Streams Canals
7,South East,2006,South East AWB,2046,Reading Cradlebridge and RMC Canals
7,South East,2006,South East AWB,2029,Itchen Navigation
7,South East,2006,South East AWB,2066,Arun Upper Canals
8,South West,2008,South West AWB,2042,Parrett Canals
8,South West,2008,South West AWB,2025,Grand Western Canal
8,South West,2008,South West AWB,2020,Exeter Ship Canal
8,South West,2008,South West AWB,2006,Bude Canal
8,South West,2008,South West AWB,2026,Avon Hampshire Canals
9,Severn,2004,Severn England AWB,2049,Salwarpe River Canals
9,Severn,2004,Severn England AWB,2052,Severn River and Trib Canals
9,Severn,2004,Severn England AWB,2021,Frome and Cam Canals
9,Severn,2004,Severn England AWB,2005,Avon Bristol Rural Canals
9,Severn,2004,Severn England AWB,2000,Avon Rural Canals
9,Severn,2004,Severn England AWB,2044,Perry Roden and Tern North Shropshire Canals
9,Severn,2004,Severn England AWB,2053,Severn River Worcestershire Canals
9,Severn,2004,Severn England AWB,2057,Stour Upper Worcestershire Canals
9,Severn,2004,Severn England AWB,2056,Stour River and Trib Canals
9,Severn,2004,Severn England AWB,2039,Morda and Severn North Shropshire Canals
12,North West,2002,North West AWB,2035,Manchester Ship and Bridgewater Canals
12,North West,2002,North West AWB,2013,Cumbria and Lancashire Canals and SWT
12,North West,2002,North West AWB,2050,Sankey Canals
12,North West,2002,North West AWB,2070,Weaver Upper Canals
12,North West,2002,North West AWB,2023,Goyt Etherow Tame Canals
12,North West,2002,North West AWB,2022,Glaze Canals
12,North West,2002,North West AWB,2014,Dane Canals and SWT
12,North West,2002,North West AWB,2003,Bollin Dean and Mersey Upper Canals
12,North West,2002,North West AWB,2012,Croal Irwell Canals
12,North West,2002,North West AWB,2048,Roch Irk Medlock Canals and SWT
12,North West,2002,North West AWB,2069,Weaver Lower Canals
3,Northumbria,2003,Northumbria AWB,2015,Derwent Tyne SWT
4,Humber,2001,Humber AWB,2036,Calder Middle SWT
6,Thames,2010,Thames AWB,2011,Crane SWT
6,Thames,2010,Thames AWB,2034,Thames Lower SWT
8,South West,2008,South West AWB,2017,Devonport Leat
8,South West,2008,South West AWB,2061,Tavy Leats
